now,cpu.total,cpu.system,cpu.idle,cpu.user,mem.percent
2024-06-28 07:04:19 +0100,0.5,0.0,0.0,0.0,10.3
2024-06-28 07:19:19 +0100,100.0,0.2,99.5,0.2,10.3
2024-06-28 07:34:19 +0100,100.0,0.2,99.5,0.2,10.9
2024-06-28 07:49:19 +0100,100.0,0.0,0.0,0.0,10.9
2024-06-28 08:04:19 +0100,100.0,0.0,0.0,0.0,11.4
2024-06-28 08:19:19 +0100,100.0,0.2,99.4,0.4,11.4
2024-06-28 08:34:19 +0100,100.0,0.2,99.4,0.4,11.9
2024-06-28 08:49:19 +0100,100.0,0.0,0.0,0.0,11.9
2024-06-28 09:04:19 +0100,100.0,0.0,0.0,0.0,9.2
2024-06-28 09:19:19 +0100,100.0,0.2,99.5,0.3,9.2
2024-06-28 09:34:19 +0100,100.0,0.2,99.5,0.3,9.4
2024-06-28 09:49:19 +0100,100.0,0.0,0.0,0.0,9.4
2024-06-28 10:04:19 +0100,100.0,0.0,0.0,0.0,9.4
2024-06-28 10:19:19 +0100,100.0,0.2,99.5,0.2,9.4
2024-06-28 10:34:19 +0100,100.0,0.2,99.5,0.2,9.4
2024-06-28 10:49:19 +0100,0.5,0.2,99.5,0.2,9.4
2024-06-28 11:04:19 +0100,0.5,0.2,99.5,0.2,9.5
2024-06-28 11:19:19 +0100,0.5,0.2,99.5,0.3,9.5
2024-06-28 11:34:19 +0100,0.5,0.2,99.5,0.3,9.6
2024-06-28 11:49:19 +0100,0.8,0.0,0.0,0.0,9.6
2024-06-28 12:04:19 +0100,0.8,0.0,0.0,0.0,9.4
2024-06-28 12:19:19 +0100,100.0,0.0,0.0,0.0,9.4
2024-06-28 12:34:19 +0100,100.0,0.0,0.0,0.0,9.4
2024-06-28 12:49:19 +0100,0.5,0.2,99.5,0.3,9.4
2024-06-28 13:04:19 +0100,0.5,0.2,99.5,0.3,9.2
2024-06-28 13:19:19 +0100,100.0,0.0,0.0,0.0,9.2
2024-06-28 13:34:19 +0100,100.0,0.0,0.0,0.0,9.3
2024-06-28 13:49:19 +0100,100.0,0.2,99.5,0.3,9.3
2024-06-28 14:04:19 +0100,100.0,0.2,99.5,0.3,9.6
2024-06-28 14:19:19 +0100,100.0,0.0,0.0,0.0,9.6
2024-06-28 14:34:19 +0100,100.0,0.0,0.0,0.0,10.2
2024-06-28 14:49:19 +0100,100.0,0.3,99.5,0.3,10.2
2024-06-28 15:04:19 +0100,100.0,0.3,99.5,0.3,10.7
2024-06-28 15:19:19 +0100,0.5,0.2,99.5,0.3,10.7
2024-06-28 15:34:19 +0100,0.5,0.2,99.5,0.3,11.2
2024-06-28 15:49:19 +0100,0.5,0.2,99.5,0.3,11.2
2024-06-28 16:04:19 +0100,0.5,0.2,99.5,0.3,11.6
2024-06-28 16:19:19 +0100,0.6,0.3,99.4,0.3,11.6
2024-06-28 16:34:19 +0100,0.6,0.3,99.4,0.3,12.2
2024-06-28 16:49:19 +0100,0.5,0.3,99.5,0.2,12.2
2024-06-28 17:04:19 +0100,0.5,0.3,99.5,0.2,9.7
2024-06-28 17:19:19 +0100,0.5,0.2,99.5,0.2,9.7
2024-06-28 17:34:19 +0100,0.5,0.2,99.5,0.2,10.2
2024-06-28 17:49:19 +0100,0.5,0.3,99.5,0.3,10.2
2024-06-28 18:04:19 +0100,0.5,0.3,99.5,0.3,10.7
2024-06-28 18:19:19 +0100,100.0,0.0,0.0,0.0,10.7
2024-06-28 18:34:19 +0100,100.0,0.0,0.0,0.0,11.4
2024-06-28 18:49:19 +0100,2.7,0.0,0.0,0.0,11.4
