name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"London,UK",2024-08-19T00:00:00,17.2,17.2,8.9,58.39,0,6.5,,0,0,20.2,9.1,253.7,1015.7,82.4,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-19T01:00:00,16.4,16.4,9.6,64.11,0,6.5,,0,0,18,8.3,251.7,1016,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-19T02:00:00,15.9,15.9,9.9,67.69,0,6.5,,0,0,17.4,8,249.7,1016,68.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-19T03:00:00,15.4,15.4,10.3,71.47,0,6.5,,0,0,16.8,7.8,247.6,1016,36.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-19T04:00:00,15,15,10.7,75.47,0,6.5,,0,0,16.2,7.6,245.6,1016,5,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-19T05:00:00,14.8,14.8,10.6,75.95,0,6.5,,0,0,16.1,7.7,238.2,1016,5,24.1,4.7,0,0,10,Clear,clear-night,
"London,UK",2024-08-19T06:00:00,14.6,14.6,10.5,76.43,0,6.5,,0,0,16,7.8,230.8,1016,5,24.1,9.3,0.1,0,10,Clear,clear-day,
"London,UK",2024-08-19T07:00:00,14.5,14.5,10.5,76.91,0,6.5,,0,0,15.8,7.9,223.4,1016,5,24.1,14,0.1,0,10,Clear,clear-day,
"London,UK",2024-08-19T08:00:00,16.2,16.2,10.3,68.35,0,3.2,,0,0,17.6,10,219.5,1016,3.3,24.1,123,0.5,1,10,Clear,clear-day,
"London,UK",2024-08-19T09:00:00,17.9,17.9,10.2,60.83,0,3.2,,0,0,19.4,12,215.7,1016,1.7,24.1,232,0.8,2,10,Clear,clear-day,
"London,UK",2024-08-19T10:00:00,19.6,19.6,10.1,54.21,0,3.2,,0,0,21.2,14,211.8,1016,0,24.1,341,1.2,3,10,Clear,clear-day,
"London,UK",2024-08-19T11:00:00,20.4,20.4,10,51.36,0,3.2,,0,0,22.9,16,212.1,1015.3,22.2,24.1,415,1.5,4,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-19T12:00:00,21.2,21.2,9.9,48.67,0,3.2,,0,0,24.6,17.9,212.5,1014.7,44.4,24.1,489,1.7,5,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-19T13:00:00,22,22,9.9,46.14,0,3.2,,0,0,26.3,19.8,212.8,1014,66.6,24.1,563,2,6,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-19T14:00:00,21.1,21.1,10.7,51.66,0,6.5,,0,0,28.3,19.4,213,1014,74.9,24.1,437,1.6,4,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-19T15:00:00,20.2,20.2,11.6,57.83,0,6.5,,0,0,30.4,19.1,213.3,1014,83.3,24.1,311,1.1,3,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-19T16:00:00,19.3,19.3,12.5,64.75,0.1,6.5,rain,0,0,32.4,18.7,213.5,1014,91.6,24.1,185,0.7,2,10,Overcast,cloudy,
"London,UK",2024-08-19T17:00:00,18.9,18.9,13.3,69.67,0,6.5,,0,0,33.7,17.9,208.5,1013.7,94.4,24.1,139.7,0.5,1,10,Overcast,cloudy,
"London,UK",2024-08-19T18:00:00,18.7,18.7,14.1,74.93,0,6.5,,0,0,35,17,203.6,1013.3,97.2,24.1,94.3,0.4,1,10,Overcast,cloudy,
"London,UK",2024-08-19T19:00:00,18.4,18.4,15,80.58,0,6.5,,0,0,36.4,16.2,198.6,1013,100,24.1,49,0.2,0,10,Overcast,cloudy,
"London,UK",2024-08-19T20:00:00,18.5,18.5,15.4,82.16,0,19.4,,0,0,35,15.6,202.5,1013.3,100,24.1,32.7,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-19T21:00:00,18.6,18.6,15.8,83.77,0,19.4,,0,0,33.7,15,206.4,1013.7,100,24.1,16.3,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-19T22:00:00,18.8,18.8,16.3,85.41,0,19.4,,0,0,32.4,14.4,210.3,1014,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-19T23:00:00,18.6,18.6,16.2,85.57,0,19.4,,0,0,30.2,13.3,213.9,1014,90.7,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-20T00:00:00,18.5,18.5,16.1,85.74,0,19.4,,0,0,28.1,12.2,217.6,1014,81.3,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-20T01:00:00,18.4,18.4,16,85.91,0,19.4,,0,0,25.9,11.2,221.2,1014,72,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-20T02:00:00,17.9,17.9,15.9,87.72,0,16.1,,0,0,23.9,10.3,227,1013.7,63.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-20T03:00:00,17.5,17.5,15.8,89.57,0,16.1,,0,0,21.8,9.5,232.8,1013.3,54.4,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-20T04:00:00,17.1,17.1,15.7,91.47,0,16.1,,0,0,19.8,8.6,238.6,1013,45.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-20T05:00:00,16.8,16.8,15.2,90.1,0,16.1,,0,0,18.2,8.5,237.8,1013,31.6,24.1,4,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-20T06:00:00,16.6,16.6,14.7,88.74,0,16.1,,0,0,16.7,8.4,236.9,1013,17.7,24.1,8,0,0,10,Clear,clear-day,
"London,UK",2024-08-20T07:00:00,16.4,16.4,14.3,87.39,0.1,16.1,rain,0,0,15.1,8.3,236.1,1013,3.7,24.1,12,0,0,10,Clear,clear-day,
"London,UK",2024-08-20T08:00:00,17.7,17.7,13,74.12,0,3.2,,0,0,15.7,9.4,236.7,1013.3,32.3,24.1,115.7,0.5,1,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-20T09:00:00,18.9,18.9,11.7,62.86,0,3.2,,0,0,16.3,10.4,237.3,1013.7,60.8,24.1,219.3,0.9,2,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-20T10:00:00,20.3,20.3,10.5,53.31,0,3.2,,0,0,16.9,11.5,237.9,1014,89.4,24.1,323,1.2,3,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-20T11:00:00,21.5,21.5,10.7,50.08,0,3.2,,0,0,18,12.1,236.6,1013.3,92.9,24.1,433.7,1.7,4,10,Overcast,cloudy,
"London,UK",2024-08-20T12:00:00,22.7,22.7,10.9,47.08,0,3.2,,0,0,19.1,12.7,235.4,1012.7,96.5,24.1,544.3,2,5,10,Overcast,cloudy,
"London,UK",2024-08-20T13:00:00,24,24,11.1,44.28,0,3.2,,0,0,20.2,13.3,234.1,1012,100,24.1,655,2.4,7,10,Overcast,cloudy,
"London,UK",2024-08-20T14:00:00,24.2,24.2,11.9,46.14,0,6.5,,0,0,22.9,15.1,229.2,1011.7,99.9,24.1,623.7,2.3,6,10,Overcast,cloudy,
"London,UK",2024-08-20T15:00:00,24.4,24.4,12.7,48.06,0,6.5,,0,0,25.7,16.9,224.3,1011.3,99.8,24.1,592.3,2.1,6,10,Overcast,cloudy,
"London,UK",2024-08-20T16:00:00,24.7,24.7,13.6,50.05,0,6.5,,0,0,28.4,18.7,219.4,1011,99.7,24.1,561,2,6,10,Overcast,cloudy,
"London,UK",2024-08-20T17:00:00,23.7,23.7,13.9,54.08,0,6.5,,0,0,26.8,16.7,220.8,1011,99.8,24.1,417.3,1.5,4,10,Overcast,cloudy,
"London,UK",2024-08-20T18:00:00,22.7,22.7,14.2,58.46,0,6.5,,0,0,25.1,14.6,222.1,1011,99.9,24.1,273.7,1,3,10,Overcast,cloudy,
"London,UK",2024-08-20T19:00:00,21.8,21.8,14.5,63.21,0,6.5,,0,0,23.4,12.6,223.5,1011,100,24.1,130,0.5,1,10,Overcast,cloudy,
"London,UK",2024-08-20T20:00:00,20.7,20.7,14.7,68.8,0,3.2,,0,0,22,12.2,249.8,1011,100,18.6,86.7,0.3,1,10,Overcast,cloudy,
"London,UK",2024-08-20T21:00:00,19.6,19.6,15,74.92,0,3.2,,0,0,20.5,11.9,276.2,1011,100,13,43.3,0.2,0,10,Overcast,cloudy,
"London,UK",2024-08-20T22:00:00,18.5,18.5,15.3,81.63,0.9,3.2,rain,0,0,19.1,11.5,302.5,1011,100,7.5,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-20T23:00:00,17.7,17.7,15,84.39,0,3.2,,0,0,22,12.4,315.9,1011.3,100,13,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-21T00:00:00,16.9,16.9,14.8,87.25,0,3.2,,0,0,24.8,13.2,329.3,1011.7,100,18.6,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-21T01:00:00,16.2,16.2,14.6,90.24,11.7,3.2,rain,0,0,27.7,14,342.7,1012,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-21T02:00:00,15.8,15.8,14.1,89.83,0,3.2,,0,0,29.5,14.9,340.6,1012.3,98.1,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-21T03:00:00,15.4,15.4,13.6,89.41,0,3.2,,0,0,31.3,15.7,338.5,1012.7,96.3,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-21T04:00:00,15,15,13.2,88.99,0.2,3.2,rain,0,0,33.1,16.6,336.4,1013,94.4,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-21T05:00:00,14.7,14.7,12.6,87.05,0,3.2,,0,0,34.4,16.3,335.9,1014,89,24.1,0.7,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-21T06:00:00,14.4,14.4,12,85.13,0,3.2,,0,0,35.8,16.1,335.4,1015,83.7,24.1,1.3,0,0,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-21T07:00:00,14.2,14.2,11.4,83.25,0,3.2,,0,0,37.1,15.8,334.9,1016,78.3,24.1,2,0,0,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-21T08:00:00,15.1,15.1,10.6,74.49,0,3.2,,0,0,32.8,16.2,337.9,1016.7,52.2,24.1,101,0.4,1,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-21T09:00:00,16,16,9.8,66.65,0,3.2,,0,0,28.4,16.6,340.9,1017.3,26.1,24.1,200,0.7,2,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-21T10:00:00,16.9,16.9,9,59.65,0,3.2,,0,0,24.1,16.9,343.9,1018,0,24.1,299,1.1,3,10,Clear,clear-day,
"London,UK",2024-08-21T11:00:00,17.9,17.9,8.1,52.69,0,3.2,,0,0,22.1,16.1,335.3,1018.7,0,24.1,435,1.6,4,10,Clear,clear-day,
"London,UK",2024-08-21T12:00:00,18.9,18.9,7.2,46.54,0,3.2,,0,0,20,15.2,326.7,1019.3,0,24.1,571,2,6,10,Clear,clear-day,
"London,UK",2024-08-21T13:00:00,19.9,19.9,6.3,41.11,0,3.2,,0,0,18,14.4,318.1,1020,0,24.1,707,2.5,7,10,Clear,clear-day,
"London,UK",2024-08-21T14:00:00,20.3,20.3,5.6,38.39,0,3.2,,0,0,17.5,14,318,1020.3,0,24.1,711.3,2.5,7,10,Clear,clear-day,
"London,UK",2024-08-21T15:00:00,20.7,20.7,5,35.84,0,3.2,,0,0,17,13.7,318,1020.7,0,24.1,715.7,2.6,7,10,Clear,clear-day,
"London,UK",2024-08-21T16:00:00,21.1,21.1,4.4,33.46,0,3.2,,0,0,16.6,13.3,317.9,1021,0,24.1,720,2.6,7,10,Clear,clear-day,
"London,UK",2024-08-21T17:00:00,20.7,20.7,4.8,35.12,0,3.2,,0,0,15.1,12.4,314.2,1021.3,1.7,24.1,599.3,2.2,6,10,Clear,clear-day,
"London,UK",2024-08-21T18:00:00,20.4,20.4,5.2,36.86,0,3.2,,0,0,13.7,11.4,310.5,1021.7,3.3,24.1,478.7,1.7,5,10,Clear,clear-day,
"London,UK",2024-08-21T19:00:00,20.1,20.1,5.6,38.69,0,3.2,,0,0,12.2,10.4,306.8,1022,5,24.1,358,1.3,4,10,Clear,clear-day,
"London,UK",2024-08-21T20:00:00,19.2,19.2,5.9,41.79,0,12.9,,0,0,9.7,8.3,299.1,1022.3,5,24.1,238.7,0.9,2,10,Clear,clear-day,
"London,UK",2024-08-21T21:00:00,18.4,18.4,6.3,45.15,0,12.9,,0,0,7.2,6.1,291.5,1022.7,5,24.1,119.3,0.4,0,10,Clear,clear-night,
"London,UK",2024-08-21T22:00:00,17.6,17.6,6.7,48.79,0,12.9,,0,0,4.7,4,283.8,1023,5,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-21T23:00:00,16.9,16.9,6.6,50.77,0,12.9,,0,0,6.5,4.2,278.4,1023.3,13.2,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-22T00:00:00,16.2,16.2,6.5,52.84,0,12.9,,0,0,8.3,4.4,273.1,1023.7,21.4,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-22T01:00:00,15.5,15.5,6.5,55,0,12.9,,0,0,10.1,4.7,267.7,1024,29.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-22T02:00:00,15.1,15.1,6.7,56.97,0,9.7,,0,0,7.9,4.3,253.8,1023.7,38.7,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-22T03:00:00,14.8,14.8,6.9,59.01,0,9.7,,0,0,5.8,4,239.9,1023.3,47.8,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-22T04:00:00,14.5,14.5,7.1,61.13,0,9.7,,0,0,3.6,3.6,226,1023,56.9,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-22T05:00:00,14.4,14.4,7.3,62.65,0,9.7,,0,0,5.5,3.8,215.1,1023,71.3,24.1,3.7,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-22T06:00:00,14.3,14.3,7.6,64.22,0,9.7,,0,0,7.4,4.1,204.1,1023,85.6,24.1,7.3,0,0,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-22T07:00:00,14.2,14.2,7.9,65.82,0,9.7,,0,0,9.4,4.3,193.2,1023,100,24.1,11,0,0,10,Overcast,cloudy,
"London,UK",2024-08-22T08:00:00,15.7,15.7,7.5,57.91,0,12.9,,0,0,10.8,5.4,194.1,1023,94.4,24.1,111.3,0.4,1,10,Overcast,cloudy,
"London,UK",2024-08-22T09:00:00,17.3,17.3,7.1,51,0,12.9,,0,0,12.2,6.5,195.1,1023,88.9,24.1,211.7,0.7,2,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-22T10:00:00,18.9,18.9,6.7,44.97,0,12.9,,0,0,13.7,7.6,196,1023,83.3,24.1,312,1.1,3,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-22T11:00:00,20.1,20.1,6.2,40.32,0,12.9,,0,0,14.6,9,202.4,1022.3,88.9,24.1,426.7,1.5,4,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-22T12:00:00,21.3,21.3,5.7,36.18,0,12.9,,0,0,15.6,10.4,208.8,1021.7,94.4,24.1,541.3,2,5,10,Overcast,cloudy,
"London,UK",2024-08-22T13:00:00,22.5,22.5,5.2,32.48,0,12.9,,0,0,16.6,11.9,215.2,1021,100,24.1,656,2.4,7,10,Overcast,cloudy,
"London,UK",2024-08-22T14:00:00,22.7,22.7,5,31.58,0,9.7,,0,0,17,13,210.1,1020.3,100,24.1,657,2.4,7,10,Overcast,cloudy,
"London,UK",2024-08-22T15:00:00,22.9,22.9,4.8,30.7,0,9.7,,0,0,17.5,14,205,1019.7,100,24.1,658,2.4,7,10,Overcast,cloudy,
"London,UK",2024-08-22T16:00:00,23.2,23.2,4.6,29.85,0,9.7,,0,0,18,15.1,199.9,1019,100,24.1,659,2.4,7,10,Overcast,cloudy,
"London,UK",2024-08-22T17:00:00,22.4,22.4,4.7,31.63,0,9.7,,0,0,18.4,14.3,196.5,1018.7,100,24.1,535,1.9,5,10,Overcast,cloudy,
"London,UK",2024-08-22T18:00:00,21.6,21.6,4.8,33.52,0,9.7,,0,0,18.7,13.4,193,1018.3,100,24.1,411,1.5,4,10,Overcast,cloudy,
"London,UK",2024-08-22T19:00:00,20.8,20.8,5,35.54,0,9.7,,0,0,19.1,12.6,189.6,1018,100,24.1,287,1,3,10,Overcast,cloudy,
"London,UK",2024-08-22T20:00:00,20,20,5.6,38.77,0,16.1,,0,0,21.6,11.4,180.9,1017.7,100,24.1,191.3,0.7,2,10,Overcast,cloudy,
"London,UK",2024-08-22T21:00:00,19.3,19.3,6.2,42.29,0,16.1,,0,0,24.1,10.2,172.1,1017.3,100,24.1,95.7,0.3,0,10,Overcast,cloudy,
"London,UK",2024-08-22T22:00:00,18.6,18.6,6.8,46.14,0,16.1,,0,0,26.6,9,163.4,1017,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-22T23:00:00,18.2,18.2,7.2,48.42,0,16.1,,0,0,30.4,9.7,159.2,1016.3,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T00:00:00,17.9,17.9,7.6,50.82,0,16.1,,0,0,34.1,10.4,155.1,1015.7,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T01:00:00,17.6,17.6,8,53.33,0,16.1,,0,0,37.8,11.2,150.9,1015,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T02:00:00,17.7,17.7,8.3,54.33,0,0,,0,0,38.2,11.6,155.5,1014.3,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T03:00:00,17.8,17.8,8.7,55.34,0,0,,0,0,38.5,12.1,160,1013.7,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T04:00:00,17.9,17.9,9.1,56.37,0,0,,0,0,38.9,12.6,164.6,1013,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T05:00:00,17.6,17.6,9.6,59.3,0,0,,0,0,38.4,12.7,168.8,1012.7,68.3,24.1,3,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-23T06:00:00,17.4,17.4,10.1,62.37,0,0,,0,0,37.9,12.8,173.1,1012.3,36.7,24.1,6,0,0,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T07:00:00,17.2,17.2,10.7,65.59,0,0,,0,0,37.4,13,177.3,1012,5,24.1,9,0,0,10,Clear,clear-day,
"London,UK",2024-08-23T08:00:00,18.5,18.5,10.4,59.25,0,6.5,,0,0,34,13.9,188.8,1011.7,8,24.1,111,0.4,1,10,Clear,clear-day,
"London,UK",2024-08-23T09:00:00,19.9,19.9,10.2,53.57,0,6.5,,0,0,30.5,14.9,200.4,1011.3,11,24.1,213,0.7,2,10,Clear,clear-day,
"London,UK",2024-08-23T10:00:00,21.3,21.3,10,48.48,0,6.5,,0,0,27,15.8,211.9,1011,14,24.1,315,1.1,3,10,Clear,clear-day,
"London,UK",2024-08-23T11:00:00,22.4,22.4,9,42.3,0,6.5,,0,0,28,17.4,213.2,1010.3,11,24.1,440.3,1.6,4,10,Clear,clear-day,
"London,UK",2024-08-23T12:00:00,23.5,23.5,8,36.91,0,6.5,,0,0,28.9,19,214.5,1009.7,8,24.1,565.7,2,6,10,Clear,clear-day,
"London,UK",2024-08-23T13:00:00,24.7,24.7,7,32.21,0,6.5,,0,0,29.9,20.5,215.8,1009,5,24.1,691,2.5,7,10,Clear,clear-day,
"London,UK",2024-08-23T14:00:00,24.4,24.4,8.9,37.32,0,3.2,,0,0,31.4,21.6,216.1,1009,10.1,24.1,675.3,2.4,7,10,Clear,clear-day,
"London,UK",2024-08-23T15:00:00,24.1,24.1,10.8,43.17,0,3.2,,0,0,33,22.7,216.3,1009,15.2,24.1,659.7,2.4,7,10,Clear,clear-day,
"London,UK",2024-08-23T16:00:00,23.9,23.9,12.8,49.83,0,3.2,,0,0,34.6,23.8,216.6,1009,20.3,24.1,644,2.3,6,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T17:00:00,23.1,23.1,13,52.89,0,3.2,,0,0,36.1,22.2,214.7,1008.7,34.5,24.1,539.3,1.9,5,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T18:00:00,22.4,22.4,13.2,56.14,0,3.2,,0,0,37.7,20.6,212.9,1008.3,48.8,24.1,434.7,1.6,4,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T19:00:00,21.7,21.7,13.5,59.61,0,3.2,,0,0,39.2,19.1,211,1008,63,24.1,330,1.2,3,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T20:00:00,20.5,20.5,13.8,65.16,0,6.5,,0,0,39.5,18.1,212.5,1008.3,75.3,24.1,220,0.8,2,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-23T21:00:00,19.4,19.4,14.1,71.28,0,6.5,,0,0,39.7,17.2,214,1008.7,87.7,24.1,110,0.4,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-23T22:00:00,18.3,18.3,14.4,78,0,6.5,,0,0,40,16.2,215.5,1009,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-23T23:00:00,17.9,17.9,14.2,78.97,0,6.5,,0,0,40.8,15.7,211.6,1008.7,91.5,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T00:00:00,17.6,17.6,14.1,79.95,0,6.5,,0,0,41.6,15.2,207.7,1008.3,83,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-24T01:00:00,17.3,17.3,14,80.95,0,6.5,,0,0,42.5,14.8,203.8,1008,74.5,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-24T02:00:00,17,17,13.9,81.98,0,3.2,,0,0,41.6,14.6,203.9,1007.7,83,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-24T03:00:00,16.8,16.8,13.9,83.02,0,3.2,,0,0,40.8,14.5,204,1007.3,91.5,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T04:00:00,16.6,16.6,13.9,84.08,0,3.2,,0,0,40,14.4,204.1,1007,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T05:00:00,16.7,16.7,14.1,84.46,0,3.2,,0,0,40.4,14.9,202.2,1007.3,100,23.7,1.3,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T06:00:00,16.9,16.9,14.3,84.84,0,3.2,,0,0,40.9,15.4,200.2,1007.7,100,23.4,2.7,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T07:00:00,17.1,17.1,14.6,85.23,0.2,3.2,rain,0,0,41.4,15.8,198.3,1008,100,23,4,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T08:00:00,16.9,16.9,14.9,87.63,0,3.2,,0,0,35.8,14.5,214,1008,100,22.9,8,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T09:00:00,16.9,16.9,15.2,90.1,0,3.2,,0,0,30.1,13.2,229.7,1008,100,22.8,12,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-24T10:00:00,16.8,16.8,15.6,92.63,1.4,3.2,rain,0,0,24.5,11.9,245.4,1008,100,22.7,16,0.1,0,10,Overcast,cloudy,
"London,UK",2024-08-24T11:00:00,17.4,17.4,14.2,81.33,0,3.2,,0,0,25.1,12,243.5,1008.3,100,23.2,76.7,0.3,1,10,Overcast,cloudy,
"London,UK",2024-08-24T12:00:00,18.2,18.2,12.9,71.36,0,3.2,,0,0,25.7,12.1,241.6,1008.7,100,23.6,137.3,0.5,1,10,Overcast,cloudy,
"London,UK",2024-08-24T13:00:00,18.9,18.9,11.6,62.56,0.1,3.2,rain,0,0,26.3,12.2,239.7,1009,100,24.1,198,0.7,2,10,Overcast,cloudy,
"London,UK",2024-08-24T14:00:00,20.1,20.1,10.2,52.92,0,6.5,,0,0,24.8,13.1,235,1008.7,100,24.1,303.7,1.1,3,10,Overcast,cloudy,
"London,UK",2024-08-24T15:00:00,21.3,21.3,8.8,44.74,0,6.5,,0,0,23.4,13.9,230.4,1008.3,100,24.1,409.3,1.5,4,10,Overcast,cloudy,
"London,UK",2024-08-24T16:00:00,22.6,22.6,7.5,37.82,0,6.5,,0,0,22,14.8,225.7,1008,100,24.1,515,1.9,5,10,Overcast,cloudy,
"London,UK",2024-08-24T17:00:00,21.7,21.7,7.8,40.79,0,6.5,,0,0,20.8,14,221.8,1008,100,24.1,404,1.5,4,10,Overcast,cloudy,
"London,UK",2024-08-24T18:00:00,20.8,20.8,8.1,44,0,6.5,,0,0,19.6,13.3,217.9,1008,100,24.1,293,1.1,3,10,Overcast,cloudy,
"London,UK",2024-08-24T19:00:00,20,20,8.5,47.48,0,6.5,,0,0,18.4,12.6,214,1008,100,24.1,182,0.7,2,10,Overcast,cloudy,
"London,UK",2024-08-24T20:00:00,19.1,19.1,8.8,51.47,0,9.7,,0,0,19.7,12.6,217.5,1008.3,100,24.1,121.3,0.5,1,10,Overcast,cloudy,
"London,UK",2024-08-24T21:00:00,18.2,18.2,9.2,55.82,0,9.7,,0,0,21,12.6,221,1008.7,100,24.1,60.7,0.2,0,10,Overcast,cloudy,
"London,UK",2024-08-24T22:00:00,17.3,17.3,9.6,60.55,0,9.7,,0,0,22.3,12.6,224.5,1009,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-24T23:00:00,16.9,16.9,9.9,63.66,0,9.7,,0,0,21.4,12,213,1008.7,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-25T00:00:00,16.5,16.5,10.4,66.92,0,9.7,,0,0,20.4,11.4,201.4,1008.3,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-25T01:00:00,16.2,16.2,10.8,70.35,0,9.7,,0,0,19.4,10.8,189.9,1008,100,24.1,0,0,0,10,Overcast,cloudy,
"London,UK",2024-08-25T02:00:00,15.8,15.8,11.1,73.63,0,3.2,,0,0,22.9,11.4,191.5,1007.7,71.6,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-25T03:00:00,15.4,15.4,11.4,77.06,0,3.2,,0,0,26.4,12,193.2,1007.3,43.2,24.1,0,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-25T04:00:00,15.1,15.1,11.8,80.66,0.2,3.2,rain,0,0,29.9,12.6,194.8,1007,14.8,24.1,0,0,0,10,Clear,clear-night,
"London,UK",2024-08-25T05:00:00,15,15,11.5,79.76,0,3.2,,0,0,29.9,11.9,187,1007,31.8,24.1,3,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-25T06:00:00,14.9,14.9,11.3,78.88,0,3.2,,0,0,29.9,11.2,179.2,1007,48.8,24.1,6,0,0,10,Partially cloudy,partly-cloudy-night,
"London,UK",2024-08-25T07:00:00,14.9,14.9,11.1,78,0,3.2,,0,0,29.9,10.4,171.4,1007,65.8,24.1,9,0,0,10,Partially cloudy,partly-cloudy-day,
"London,UK",2024-08-25T08:00:00,15.7,15.7,10.8,72.8,0,6.5,,0,0,27.1,12.1,201.7,1007.3,58.8,24.1,101,0.3,1,10,Partially cloudy,partly-cloudy-day,
