No.,Date/Time,Cost (£),Energy (kWh),Power (kW),Power Factor,Current 1 (amps)
246,09/03/2024 14:30,0.31,3.12,6.2,-0.98,28
247,09/03/2024 15:00,0.31,3.11,6.2,-0.98,27.9
248,09/03/2024 15:30,0.31,3.12,6.2,-0.98,27.9
249,09/03/2024 16:00,0.31,3.11,6.2,-0.98,27.9
250,09/03/2024 16:30,0.31,3.09,6.2,-0.98,27.8
251,09/03/2024 17:00,0.31,3.06,6.1,-0.98,27.1
252,09/03/2024 17:30,0.3,3.03,6.1,-0.98,26.9
253,09/03/2024 18:00,0.3,2.96,5.9,-0.98,26.2
254,09/03/2024 18:30,0.29,2.93,5.9,-0.98,25.9
255,09/03/2024 19:00,0.29,2.94,5.9,-0.98,26
256,09/03/2024 19:30,0.29,2.94,5.9,-0.98,26
257,09/03/2024 20:00,0.29,2.94,5.9,-0.98,26.3
258,09/03/2024 20:30,0.29,2.93,5.9,-0.98,25.9
259,09/03/2024 21:00,0.29,2.92,5.8,-0.98,25.9
260,09/03/2024 21:30,0.29,2.87,5.7,-0.98,25.5
261,09/03/2024 22:00,0.29,2.88,5.8,-0.98,25.4
262,09/03/2024 22:30,0.29,2.88,5.8,-0.98,25.6
263,09/03/2024 23:00,0.29,2.89,5.8,-0.98,25.6
264,09/03/2024 23:30,0.29,2.89,5.8,-0.98,25.7
265,10/03/2024 00:00,0.3,2.97,5.9,-0.98,26.5
266,10/03/2024 00:30,0.3,2.97,5.9,-0.98,26.4
267,10/03/2024 01:00,0.29,2.92,5.8,-0.98,25.9
268,10/03/2024 01:30,0.31,3.13,6.3,-0.98,27.6
269,10/03/2024 02:00,0.32,3.21,6.4,-0.98,28.2
270,10/03/2024 02:30,0.33,3.34,6.7,-0.98,29.5
271,10/03/2024 03:00,0.33,3.32,6.6,-0.98,29.4
272,10/03/2024 03:30,0.32,3.22,6.4,-0.98,28.5
273,10/03/2024 04:00,0.31,3.12,6.2,-0.98,27.6
274,10/03/2024 04:30,0.33,3.29,6.6,-0.98,29.1
275,10/03/2024 05:00,0.35,3.45,6.9,-0.98,30.5
276,10/03/2024 05:30,0.34,3.45,6.9,-0.98,30.5
277,10/03/2024 06:00,0.35,3.45,6.9,-0.98,30.6
278,10/03/2024 06:30,0.35,3.45,6.9,-0.98,30.7
279,10/03/2024 07:00,0.35,3.45,6.9,-0.98,30.7
280,10/03/2024 07:30,0.35,3.45,6.9,-0.98,30.8
281,10/03/2024 08:00,0.34,3.45,6.9,-0.98,30.9
282,10/03/2024 08:30,0.35,3.46,6.9,-0.98,30.7
283,10/03/2024 09:00,0.33,3.28,6.6,-0.98,29.4
284,10/03/2024 09:30,0.33,3.28,6.6,-0.98,29.4
285,10/03/2024 10:00,0.33,3.28,6.6,-0.98,29.5
286,10/03/2024 10:30,0.33,3.28,6.6,-0.98,29.3
287,10/03/2024 11:00,0.33,3.27,6.5,-0.98,29.1
288,10/03/2024 11:30,0.33,3.27,6.5,-0.98,29.3
289,10/03/2024 12:00,0.33,3.27,6.5,-0.98,29.2
290,10/03/2024 12:30,0.32,3.24,6.5,-0.98,28.9
291,10/03/2024 13:00,0.32,3.24,6.5,-0.98,29
292,10/03/2024 13:30,0.33,3.25,6.5,-0.98,29.1
293,10/03/2024 14:00,0.33,3.27,6.5,-0.98,29.2
294,10/03/2024 14:30,0.31,3.13,6.3,-0.98,28
295,10/03/2024 15:00,0.29,2.92,5.8,-0.98,26.2
296,10/03/2024 15:30,0.31,3.09,6.2,-0.98,27.6
297,10/03/2024 16:00,0.36,3.58,7.2,-0.98,32
298,10/03/2024 16:30,0.36,3.63,7.3,-0.98,32.5
299,10/03/2024 17:00,0.36,3.65,7.3,-0.98,32.5
300,10/03/2024 17:30,0.37,3.69,7.4,-0.98,32.8
301,10/03/2024 18:00,0.36,3.63,7.3,-0.98,32.3
302,10/03/2024 18:30,0.36,3.64,7.3,-0.98,32.3
303,10/03/2024 19:00,0.36,3.63,7.3,-0.98,32.2
304,10/03/2024 19:30,0.36,3.64,7.3,-0.98,32.2
305,10/03/2024 20:00,0.37,3.66,7.3,-0.98,32.5
306,10/03/2024 20:30,0.36,3.64,7.3,-0.98,32.3
307,10/03/2024 21:00,0.35,3.51,7,-0.98,31.1
308,10/03/2024 21:30,0.35,3.49,7,-0.98,30.9
309,10/03/2024 22:00,0.35,3.49,7,-0.98,30.9
310,10/03/2024 22:30,0.34,3.44,6.9,-0.98,30.7
311,10/03/2024 23:00,0.36,3.59,7.2,-0.98,31.9
312,10/03/2024 23:30,0.36,3.62,7.2,-0.98,31.9
313,11/03/2024 00:00,0.36,3.61,7.2,-0.98,31.8
314,11/03/2024 00:30,0.36,3.61,7.2,-0.98,31.8
315,11/03/2024 01:00,0.36,3.61,7.2,-0.98,31.9
316,11/03/2024 01:30,0.36,3.62,7.2,-0.98,32.3
317,11/03/2024 02:00,0.35,3.48,7,-0.98,31
318,11/03/2024 02:30,0.33,3.31,6.6,-0.98,29.4
319,11/03/2024 03:00,0.34,3.35,6.7,-0.98,29.7
320,11/03/2024 03:30,0.33,3.32,6.6,-0.98,29.5
321,11/03/2024 04:00,0.33,3.31,6.6,-0.98,29.3
322,11/03/2024 04:30,0.33,3.3,6.6,-0.98,29.2
323,11/03/2024 05:00,0.33,3.3,6.6,-0.98,29.3
324,11/03/2024 05:30,0.33,3.3,6.6,-0.98,29.3
325,11/03/2024 06:00,0.33,3.27,6.5,-0.98,29.2
326,11/03/2024 06:30,0.33,3.28,6.6,-0.98,29.5
327,11/03/2024 07:00,0.33,3.28,6.6,-0.98,29.2
328,11/03/2024 07:30,0.33,3.28,6.6,-0.98,29.3
329,11/03/2024 08:00,0.33,3.28,6.6,-0.98,29.5
330,11/03/2024 08:30,0.33,3.26,6.5,-0.98,29.4
331,11/03/2024 09:00,0.33,3.25,6.5,-0.98,29.5
332,11/03/2024 09:30,0.33,3.26,6.5,-0.98,29.2
333,11/03/2024 10:00,0.31,3.12,6.2,-0.98,28.1
334,11/03/2024 10:30,0.31,3.12,6.2,-0.98,27.9
335,11/03/2024 11:00,0.31,3.11,6.2,-0.98,27.9
336,11/03/2024 11:30,0.31,3.13,6.3,-0.98,28
337,11/03/2024 12:00,0.31,3.12,6.2,-0.98,28
338,11/03/2024 12:30,0.32,3.19,6.4,-0.98,28.6
339,11/03/2024 13:00,0.33,3.29,6.6,-0.98,29.5
340,11/03/2024 13:30,0.33,3.29,6.6,-0.98,29.5
341,11/03/2024 14:00,0.33,3.29,6.6,-0.98,29.5
342,11/03/2024 14:30,0.33,3.29,6.6,-0.98,29.5
343,11/03/2024 15:00,0.33,3.3,6.6,-0.98,29.8
344,11/03/2024 15:30,0.33,3.28,6.6,-0.98,29.6
345,11/03/2024 16:00,0.33,3.29,6.6,-0.98,29.6
346,11/03/2024 16:30,0.33,3.28,6.6,-0.98,29.4
347,11/03/2024 17:00,0.33,3.27,6.5,-0.98,29.4
348,11/03/2024 17:30,0.33,3.29,6.6,-0.98,29.4
349,11/03/2024 18:00,0.35,3.47,6.9,-0.98,31
350,11/03/2024 18:30,0.35,3.53,7.1,-0.98,31.5
351,11/03/2024 19:00,0.35,3.52,7,-0.98,31.4
352,11/03/2024 19:30,0.36,3.57,7.1,-0.98,32.1
353,11/03/2024 20:00,0.35,3.53,7.1,-0.98,31.5
354,11/03/2024 20:30,0.36,3.57,7.1,-0.98,31.8
355,11/03/2024 21:00,0.35,3.51,7,-0.98,31.5
356,11/03/2024 21:30,0.35,3.49,7,-0.98,31.1
357,11/03/2024 22:00,0.35,3.48,7,-0.98,30.9
358,11/03/2024 22:30,0.35,3.49,7,-0.98,30.9
359,11/03/2024 23:00,0.35,3.51,7,-0.98,31.1
360,11/03/2024 23:30,0.35,3.51,7,-0.98,31.1
361,12/03/2024 00:00,0.35,3.5,7,-0.98,30.9
362,12/03/2024 00:30,0.35,3.48,7,-0.98,31
363,12/03/2024 01:00,0.35,3.48,7,-0.98,31.1
364,12/03/2024 01:30,0.35,3.48,7,-0.98,31
365,12/03/2024 02:00,0.36,3.55,7.1,-0.98,31.5
366,12/03/2024 02:30,0.35,3.47,6.9,-0.98,30.7
367,12/03/2024 03:00,0.34,3.39,6.8,-0.98,29.9
368,12/03/2024 03:30,0.34,3.39,6.8,-0.98,29.8
369,12/03/2024 04:00,0.34,3.39,6.8,-0.98,29.8
370,12/03/2024 04:30,0.34,3.39,6.8,-0.98,29.8
371,12/03/2024 05:00,0.34,3.39,6.8,-0.98,29.8
372,12/03/2024 05:30,0.34,3.39,6.8,-0.98,29.9
373,12/03/2024 06:00,0.34,3.4,6.8,-0.98,30.1
374,12/03/2024 06:30,0.34,3.4,6.8,-0.98,30.3
375,12/03/2024 07:00,0.34,3.39,6.8,-0.98,30.2
376,12/03/2024 07:30,0.34,3.4,6.8,-0.98,30.5
377,12/03/2024 08:00,0.34,3.4,6.8,-0.98,30.4
378,12/03/2024 08:30,0.34,3.39,6.8,-0.98,30.2
379,12/03/2024 09:00,0.34,3.4,6.8,-0.98,30.5
380,12/03/2024 09:30,0.34,3.4,6.8,-0.98,30.4
381,12/03/2024 10:00,0.34,3.41,6.8,-0.98,30.6
382,12/03/2024 10:30,0.34,3.4,6.8,-0.98,30.7
383,12/03/2024 11:00,0.34,3.36,6.7,-0.98,30.4
384,12/03/2024 11:30,0.33,3.34,6.7,-0.98,30.3
385,12/03/2024 12:00,0.33,3.34,6.7,-0.98,30.1
386,12/03/2024 12:30,0.34,3.43,6.9,-0.98,30.8
387,12/03/2024 13:00,0.35,3.49,7,-0.98,31.2
388,12/03/2024 13:30,0.37,3.68,7.4,-0.98,32.8
389,12/03/2024 14:00,0.38,3.76,7.5,-0.98,33.9
390,12/03/2024 14:30,0.37,3.71,7.4,-0.98,33.4
391,12/03/2024 15:00,0.36,3.64,7.3,-0.98,32.6
392,12/03/2024 15:30,0.37,3.66,7.3,-0.98,32.6
393,12/03/2024 16:00,0.36,3.63,7.3,-0.98,32.3
394,12/03/2024 16:30,0.35,3.55,7.1,-0.98,31.8
395,12/03/2024 17:00,0.36,3.59,7.2,-0.98,32.3
396,12/03/2024 17:30,0.35,3.53,7.1,-0.98,31.6
397,12/03/2024 18:00,0.36,3.59,7.2,-0.98,32.1
398,12/03/2024 18:30,0.37,3.7,7.4,-0.98,32.9
399,12/03/2024 19:00,0.37,3.66,7.3,-0.98,32.4
400,12/03/2024 19:30,0.36,3.64,7.3,-0.98,32.2
401,12/03/2024 20:00,0.37,3.74,7.5,-0.98,33.4
402,12/03/2024 20:30,0.37,3.71,7.4,-0.98,32.9
403,12/03/2024 21:00,0.37,3.71,7.4,-0.98,32.8
404,12/03/2024 21:30,0.37,3.68,7.4,-0.98,32.9
405,12/03/2024 22:00,0.37,3.65,7.3,-0.98,32.4
406,12/03/2024 22:30,0.37,3.65,7.3,-0.98,32.1
407,12/03/2024 23:00,0.37,3.66,7.3,-0.98,32.3
408,12/03/2024 23:30,0.36,3.65,7.3,-0.98,32.1
409,13/03/2024 00:00,0.37,3.65,7.3,-0.98,32.1
410,13/03/2024 00:30,0.37,3.66,7.3,-0.98,32.4
411,13/03/2024 01:00,0.36,3.64,7.3,-0.98,32.2
412,13/03/2024 01:30,0.36,3.64,7.3,-0.98,32
