No.,Date/Time,Cost (£),Energy (kWh),Power (kW),Power Factor,Current 1 (amps)
413,13/03/2024 02:00,0.36,3.64,7.3,-0.98,32.1
414,13/03/2024 02:30,0.36,3.64,7.3,-0.98,32.2
415,13/03/2024 03:00,0.37,3.65,7.3,-0.98,32.3
416,13/03/2024 03:30,0.37,3.68,7.4,-0.98,32.5
417,13/03/2024 04:00,0.37,3.67,7.3,-0.98,32.5
418,13/03/2024 04:30,0.37,3.66,7.3,-0.98,32.4
419,13/03/2024 05:00,0.36,3.65,7.3,-0.98,32.3
420,13/03/2024 05:30,0.36,3.64,7.3,-0.98,32.2
421,13/03/2024 06:00,0.36,3.62,7.2,-0.98,32.1
422,13/03/2024 06:30,0.36,3.63,7.3,-0.98,32
423,13/03/2024 07:00,0.36,3.65,7.3,-0.98,32.3
424,13/03/2024 07:30,0.36,3.64,7.3,-0.98,32.2
425,13/03/2024 08:00,0.36,3.63,7.3,-0.98,32.1
426,13/03/2024 08:30,0.36,3.62,7.2,-0.98,32.3
427,13/03/2024 09:00,0.36,3.62,7.2,-0.98,32.5
428,13/03/2024 09:30,0.36,3.63,7.3,-0.98,32.3
429,13/03/2024 10:00,0.35,3.46,6.9,-0.98,30.8
430,13/03/2024 10:30,0.32,3.24,6.5,-0.98,29
431,13/03/2024 11:00,0.32,3.25,6.5,-0.98,29.1
432,13/03/2024 11:30,0.32,3.25,6.5,-0.98,29.2
433,13/03/2024 12:00,0.32,3.24,6.5,-0.98,29
434,13/03/2024 12:30,0.33,3.25,6.5,-0.98,29
435,13/03/2024 13:00,0.36,3.56,7.1,-0.98,32.1
436,13/03/2024 13:30,0.37,3.66,7.3,-0.98,32.9
437,13/03/2024 14:00,0.39,3.92,7.8,-0.98,35.2
438,13/03/2024 14:30,0.4,3.96,7.9,-0.98,35.4
439,13/03/2024 15:00,0.4,4.02,8,-0.98,35.7
440,13/03/2024 15:30,0.4,3.97,7.9,-0.98,35.1
441,13/03/2024 16:00,0.4,3.96,7.9,-0.98,35
442,13/03/2024 16:30,0.39,3.9,7.8,-0.98,35.1
443,13/03/2024 17:00,0.38,3.78,7.6,-0.98,33.9
444,13/03/2024 17:30,0.38,3.75,7.5,-0.98,33.3
445,13/03/2024 18:00,0.37,3.72,7.4,-0.98,33
446,13/03/2024 18:30,0.37,3.71,7.4,-0.98,32.9
447,13/03/2024 19:00,0.37,3.74,7.5,-0.98,33
448,13/03/2024 19:30,0.37,3.71,7.4,-0.98,32.8
449,13/03/2024 20:00,0.37,3.66,7.3,-0.98,32.4
450,13/03/2024 20:30,0.36,3.61,7.2,-0.98,31.9
451,13/03/2024 21:00,0.36,3.61,7.2,-0.98,32.1
452,13/03/2024 21:30,0.36,3.6,7.2,-0.98,32
453,13/03/2024 22:00,0.36,3.58,7.2,-0.98,31.8
454,13/03/2024 22:30,0.36,3.61,7.2,-0.98,31.8
455,13/03/2024 23:00,0.36,3.62,7.2,-0.98,31.9
456,13/03/2024 23:30,0.36,3.63,7.3,-0.98,31.9
457,14/03/2024 00:00,0.37,3.66,7.3,-0.98,32.2
458,14/03/2024 00:30,0.36,3.65,7.3,-0.98,32.1
459,14/03/2024 01:00,0.37,3.65,7.3,-0.98,32.5
460,14/03/2024 01:30,0.36,3.55,7.1,-0.98,31.6
461,14/03/2024 02:00,0.34,3.44,6.9,-0.98,30.5
462,14/03/2024 02:30,0.34,3.43,6.9,-0.98,30.3
463,14/03/2024 03:00,0.34,3.42,6.8,-0.98,30.1
464,14/03/2024 03:30,0.34,3.43,6.9,-0.98,30.2
465,14/03/2024 04:00,0.34,3.44,6.9,-0.98,30.2
466,14/03/2024 04:30,0.34,3.42,6.8,-0.98,30.2
467,14/03/2024 05:00,0.34,3.43,6.9,-0.98,30.3
468,14/03/2024 05:30,0.34,3.41,6.8,-0.98,30.4
469,14/03/2024 06:00,0.34,3.4,6.8,-0.98,30.4
470,14/03/2024 06:30,0.34,3.4,6.8,-0.98,30.5
471,14/03/2024 07:00,0.34,3.4,6.8,-0.98,30.3
472,14/03/2024 07:30,0.34,3.39,6.8,-0.98,30.3
473,14/03/2024 08:00,0.34,3.36,6.7,-0.98,30
474,14/03/2024 08:30,0.33,3.34,6.7,-0.98,29.8
475,14/03/2024 09:00,0.33,3.35,6.7,-0.98,29.9
476,14/03/2024 09:30,0.34,3.36,6.7,-0.98,30.1
477,14/03/2024 10:00,0.34,3.36,6.7,-0.98,30.3
478,14/03/2024 10:30,0.34,3.38,6.8,-0.98,30.4
479,14/03/2024 11:00,0.35,3.45,6.9,-0.98,31.1
480,14/03/2024 11:30,0.34,3.45,6.9,-0.98,31.1
481,14/03/2024 12:00,0.35,3.46,6.9,-0.98,31.1
482,14/03/2024 12:30,0.35,3.46,6.9,-0.98,31.1
483,14/03/2024 13:00,0.36,3.61,7.2,-0.98,32.4
484,14/03/2024 13:30,0.36,3.59,7.2,-0.98,32.3
485,14/03/2024 14:00,0.35,3.52,7,-0.98,31.6
486,14/03/2024 14:30,0.35,3.53,7.1,-0.98,31.7
487,14/03/2024 15:00,0.35,3.49,7,-0.98,31.3
488,14/03/2024 15:30,0.33,3.34,6.7,-0.98,29.9
489,14/03/2024 16:00,0.33,3.33,6.7,-0.98,29.8
490,14/03/2024 16:30,0.34,3.43,6.9,-0.98,30.5
491,14/03/2024 17:00,0.36,3.59,7.2,-0.98,32
492,14/03/2024 17:30,0.36,3.6,7.2,-0.98,32
493,14/03/2024 18:00,0.36,3.59,7.2,-0.98,32.1
494,14/03/2024 18:30,0.36,3.59,7.2,-0.98,31.9
495,14/03/2024 19:00,0.36,3.59,7.2,-0.98,31.9
496,14/03/2024 19:30,0.36,3.6,7.2,-0.98,31.9
497,14/03/2024 20:00,0.36,3.58,7.2,-0.98,31.9
498,14/03/2024 20:30,0.36,3.58,7.2,-0.98,31.8
499,14/03/2024 21:00,0.36,3.57,7.1,-0.98,32
500,14/03/2024 21:30,0.36,3.56,7.1,-0.98,31.8
501,14/03/2024 22:00,0.36,3.55,7.1,-0.98,31.4
502,14/03/2024 22:30,0.35,3.53,7.1,-0.98,31.1
503,14/03/2024 23:00,0.35,3.52,7,-0.98,31.2
504,14/03/2024 23:30,0.35,3.53,7.1,-0.98,31.1
505,15/03/2024 00:00,0.35,3.53,7.1,-0.98,31.1
506,15/03/2024 00:30,0.35,3.51,7,-0.98,30.9
507,15/03/2024 01:00,0.35,3.51,7,-0.98,30.9
508,15/03/2024 01:30,0.35,3.5,7,-0.98,31.1
509,15/03/2024 02:00,0.34,3.41,6.8,-0.98,30.2
510,15/03/2024 02:30,0.33,3.34,6.7,-0.98,29.4
511,15/03/2024 03:00,0.33,3.29,6.6,-0.98,29
512,15/03/2024 03:30,0.32,3.2,6.4,-0.98,28.2
513,15/03/2024 04:00,0.31,3.09,6.2,-0.98,27.3
514,15/03/2024 04:30,0.31,3.1,6.2,-0.98,27.3
515,15/03/2024 05:00,0.31,3.1,6.2,-0.98,27.4
516,15/03/2024 05:30,0.31,3.11,6.2,-0.98,27.6
517,15/03/2024 06:00,0.31,3.11,6.2,-0.98,27.8
518,15/03/2024 06:30,0.31,3.1,6.2,-0.98,27.6
519,15/03/2024 07:00,0.31,3.11,6.2,-0.98,27.8
520,15/03/2024 07:30,0.31,3.11,6.2,-0.98,27.9
521,15/03/2024 08:00,0.31,3.11,6.2,-0.98,27.9
522,15/03/2024 08:30,0.31,3.11,6.2,-0.98,27.6
523,15/03/2024 09:00,0.31,3.11,6.2,-0.98,27.6
524,15/03/2024 09:30,0.31,3.12,6.2,-0.98,27.8
525,15/03/2024 10:00,0.32,3.15,6.3,-0.98,28.2
526,15/03/2024 10:30,0.32,3.21,6.4,-0.98,28.8
527,15/03/2024 11:00,0.32,3.23,6.5,-0.98,29
528,15/03/2024 11:30,0.32,3.23,6.5,-0.98,29
529,15/03/2024 12:00,0.32,3.22,6.4,-0.98,28.6
530,15/03/2024 12:30,0.32,3.21,6.4,-0.98,28.7
531,15/03/2024 13:00,0.32,3.22,6.4,-0.98,28.7
532,15/03/2024 13:30,0.32,3.22,6.4,-0.98,28.6
533,15/03/2024 14:00,0.32,3.23,6.5,-0.98,29.1
534,15/03/2024 14:30,0.32,3.23,6.5,-0.98,29.1
535,15/03/2024 15:00,0.32,3.23,6.5,-0.98,29
536,15/03/2024 15:30,0.32,3.23,6.5,-0.98,29
537,15/03/2024 16:00,0.33,3.26,6.5,-0.98,29.2
538,15/03/2024 16:30,0.33,3.25,6.5,-0.98,29.2
539,15/03/2024 17:00,0.32,3.25,6.5,-0.98,29.2
540,15/03/2024 17:30,0.32,3.24,6.5,-0.98,29.1
541,15/03/2024 18:00,0.33,3.26,6.5,-0.98,29
542,15/03/2024 18:30,0.33,3.26,6.5,-0.98,28.8
543,15/03/2024 19:00,0.33,3.27,6.5,-0.98,29.2
544,15/03/2024 19:30,0.33,3.25,6.5,-0.98,28.9
545,15/03/2024 20:00,0.32,3.24,6.5,-0.98,28.8
546,15/03/2024 20:30,0.32,3.24,6.5,-0.98,28.8
547,15/03/2024 21:00,0.32,3.22,6.4,-0.98,28.9
548,15/03/2024 21:30,0.32,3.22,6.4,-0.98,28.6
549,15/03/2024 22:00,0.32,3.18,6.4,-0.98,28.1
550,15/03/2024 22:30,0.32,3.16,6.3,-0.98,27.9
551,15/03/2024 23:00,0.32,3.15,6.3,-0.98,27.9
552,15/03/2024 23:30,0.31,3.13,6.3,-0.98,28
553,16/03/2024 00:00,0.31,3.13,6.3,-0.98,27.7
554,16/03/2024 00:30,0.31,3.13,6.3,-0.98,27.6
555,16/03/2024 01:00,0.3,3.02,6,-0.98,26.6
556,16/03/2024 01:30,0.29,2.95,5.9,-0.98,26.1
557,16/03/2024 02:00,0.29,2.88,5.8,-0.98,25.5
558,16/03/2024 02:30,0.29,2.9,5.8,-0.98,25.6
559,16/03/2024 03:00,0.28,2.81,5.6,-0.98,24.9
560,16/03/2024 03:30,0.28,2.83,5.7,-0.98,24.9
561,16/03/2024 04:00,0.28,2.83,5.7,-0.98,24.9
562,16/03/2024 04:30,0.28,2.82,5.6,-0.98,24.8
563,16/03/2024 05:00,0.28,2.8,5.6,-0.98,24.7
564,16/03/2024 05:30,0.28,2.81,5.6,-0.98,25.1
565,16/03/2024 06:00,0.28,2.8,5.6,-0.98,25.1
566,16/03/2024 06:30,0.28,2.8,5.6,-0.98,24.9
567,16/03/2024 07:00,0.28,2.8,5.6,-0.98,24.9
568,16/03/2024 07:30,0.28,2.8,5.6,-0.98,25.1
569,16/03/2024 08:00,0.28,2.8,5.6,-0.98,25.1
570,16/03/2024 08:30,0.28,2.79,5.6,-0.98,24.9
571,16/03/2024 09:00,0.28,2.79,5.6,-0.98,24.9
572,16/03/2024 09:30,0.28,2.8,5.6,-0.98,25.1
573,16/03/2024 10:00,0.28,2.8,5.6,-0.98,25.2
574,16/03/2024 10:30,0.28,2.8,5.6,-0.98,25
575,16/03/2024 11:00,0.28,2.79,5.6,-0.98,24.9
576,16/03/2024 11:30,0.29,2.85,5.7,-0.98,25.4
577,16/03/2024 12:00,0.31,3.1,6.2,-0.98,27.6
578,16/03/2024 12:30,0.31,3.09,6.2,-0.98,27.6
579,16/03/2024 13:00,0.31,3.1,6.2,-0.98,27.7
580,16/03/2024 13:30,0.31,3.07,6.1,-0.98,27.3
581,16/03/2024 14:00,0.31,3.06,6.1,-0.98,27.3
582,16/03/2024 14:30,0.32,3.21,6.4,-0.98,28.6
583,16/03/2024 15:00,0.32,3.22,6.4,-0.98,28.6
584,16/03/2024 15:30,0.32,3.23,6.5,-0.98,28.5
585,16/03/2024 16:00,0.32,3.21,6.4,-0.98,28.4
586,16/03/2024 16:30,0.32,3.24,6.5,-0.98,28.7
587,16/03/2024 17:00,0.34,3.42,6.8,-0.98,30.4
588,16/03/2024 17:30,0.36,3.55,7.1,-0.98,31.7
589,16/03/2024 18:00,0.36,3.56,7.1,-0.98,31.7
590,16/03/2024 18:30,0.35,3.5,7,-0.98,31.1
591,16/03/2024 19:00,0.34,3.38,6.8,-0.98,30.1
592,16/03/2024 19:30,0.34,3.38,6.8,-0.98,30
593,16/03/2024 20:00,0.34,3.37,6.7,-0.98,29.9
594,16/03/2024 20:30,0.34,3.36,6.7,-0.98,29.7
595,16/03/2024 21:00,0.33,3.34,6.7,-0.98,29.5
596,16/03/2024 21:30,0.33,3.31,6.6,-0.98,29.2
597,16/03/2024 22:00,0.33,3.26,6.5,-0.98,28.7
598,16/03/2024 22:30,0.32,3.22,6.4,-0.98,28.4
599,16/03/2024 23:00,0.31,3.1,6.2,-0.98,27.2
600,16/03/2024 23:30,0.31,3.13,6.3,-0.98,27.5
601,17/03/2024 00:00,0.31,3.15,6.3,-0.98,28
602,17/03/2024 00:30,0.31,3.13,6.3,-0.98,27.9
603,17/03/2024 01:00,0.3,2.99,6,-0.98,26.7
604,17/03/2024 01:30,0.29,2.9,5.8,-0.98,26
605,17/03/2024 02:00,0.29,2.89,5.8,-0.98,25.8
606,17/03/2024 02:30,0.29,2.91,5.8,-0.98,25.8
607,17/03/2024 03:00,0.29,2.89,5.8,-0.98,25.7
608,17/03/2024 03:30,0.29,2.9,5.8,-0.98,25.7
609,17/03/2024 04:00,0.29,2.91,5.8,-0.98,25.7
610,17/03/2024 04:30,0.29,2.9,5.8,-0.98,25.6
611,17/03/2024 05:00,0.29,2.9,5.8,-0.98,25.6
612,17/03/2024 05:30,0.29,2.89,5.8,-0.98,25.6
613,17/03/2024 06:00,0.29,2.89,5.8,-0.98,25.6
614,17/03/2024 06:30,0.29,2.88,5.8,-0.98,25.6
615,17/03/2024 07:00,0.29,2.88,5.8,-0.98,25.7
616,17/03/2024 07:30,0.29,2.88,5.8,-0.98,25.7
617,17/03/2024 08:00,0.29,2.89,5.8,-0.98,25.9
618,17/03/2024 08:30,0.29,2.88,5.8,-0.98,25.6
619,17/03/2024 09:00,0.29,2.88,5.8,-0.98,25.7
620,17/03/2024 09:30,0.29,2.88,5.8,-0.98,25.8
621,17/03/2024 10:00,0.29,2.87,5.7,-0.98,25.4
622,17/03/2024 10:30,0.29,2.87,5.7,-0.98,25.4
623,17/03/2024 11:00,0.29,2.87,5.7,-0.98,25.6
624,17/03/2024 11:30,0.29,2.87,5.7,-0.98,25.6
625,17/03/2024 12:00,0.28,2.77,5.5,-0.98,24.7
626,17/03/2024 12:30,0.26,2.57,5.1,-0.98,23.1
627,17/03/2024 13:00,0.25,2.55,5.1,-0.98,22.9
628,17/03/2024 13:30,0.26,2.6,5.2,-0.98,23.3
629,17/03/2024 14:00,0.28,2.85,5.7,-0.98,25.5
630,17/03/2024 14:30,0.3,2.97,5.9,-0.98,26.4
631,17/03/2024 15:00,0.3,3.01,6,-0.98,26.7
632,17/03/2024 15:30,0.3,3.04,6.1,-0.98,27
633,17/03/2024 16:00,0.3,2.97,5.9,-0.98,26.3
634,17/03/2024 16:30,0.3,2.97,5.9,-0.98,26.2
635,17/03/2024 17:00,0.3,3.01,6,-0.98,26.7
636,17/03/2024 17:30,0.3,3.01,6,-0.98,26.8
637,17/03/2024 18:00,0.32,3.18,6.4,-0.98,28.3
638,17/03/2024 18:30,0.32,3.19,6.4,-0.98,28.4
639,17/03/2024 19:00,0.32,3.17,6.3,-0.98,28.3
640,17/03/2024 19:30,0.32,3.19,6.4,-0.98,28.4
641,17/03/2024 20:00,0.32,3.2,6.4,-0.98,28.4
642,17/03/2024 20:30,0.32,3.17,6.3,-0.98,28
643,17/03/2024 21:00,0.32,3.16,6.3,-0.98,27.8
644,17/03/2024 21:30,0.31,3.1,6.2,-0.98,27.2
645,17/03/2024 22:00,0.3,3.05,6.1,-0.98,27
646,17/03/2024 22:30,0.3,3.04,6.1,-0.98,26.9
647,17/03/2024 23:00,0.3,3.05,6.1,-0.98,26.7
648,17/03/2024 23:30,0.31,3.07,6.1,-0.98,27.2
649,18/03/2024 00:00,0.32,3.17,6.3,-0.98,27.9
650,18/03/2024 00:30,0.32,3.2,6.4,-0.98,28.1
651,18/03/2024 01:00,0.32,3.16,6.3,-0.98,27.7
652,18/03/2024 01:30,0.31,3.06,6.1,-0.98,26.9
653,18/03/2024 02:00,0.3,3.04,6.1,-0.98,26.7
654,18/03/2024 02:30,0.3,3.04,6.1,-0.98,26.8
655,18/03/2024 03:00,0.3,3.04,6.1,-0.98,26.8
656,18/03/2024 03:30,0.3,3.04,6.1,-0.98,26.8
657,18/03/2024 04:00,0.3,3.04,6.1,-0.98,26.7
658,18/03/2024 04:30,0.3,3.04,6.1,-0.98,26.9
659,18/03/2024 05:00,0.3,3.03,6.1,-0.98,26.9
660,18/03/2024 05:30,0.3,3.04,6.1,-0.98,27.1
661,18/03/2024 06:00,0.3,3.02,6,-0.98,26.9
662,18/03/2024 06:30,0.3,3.02,6,-0.98,27
663,18/03/2024 07:00,0.3,2.97,5.9,-0.98,26.5
664,18/03/2024 07:30,0.3,2.98,6,-0.98,26.6
665,18/03/2024 08:00,0.3,2.99,6,-0.98,26.7
666,18/03/2024 08:30,0.3,2.99,6,-0.98,26.8
667,18/03/2024 09:00,0.3,2.99,6,-0.98,26.8
668,18/03/2024 09:30,0.3,3,6,-0.98,26.9
669,18/03/2024 10:00,0.3,2.98,6,-0.98,26.8
670,18/03/2024 10:30,0.3,2.98,6,-0.98,26.9
671,18/03/2024 11:00,0.3,2.98,6,-0.98,26.9
672,18/03/2024 11:30,0.3,2.97,5.9,-0.98,26.8
673,18/03/2024 12:00,0.3,2.96,5.9,-0.98,26.7
674,18/03/2024 12:30,0.3,3.01,6,-0.98,26.9
675,18/03/2024 13:00,0.29,2.95,5.9,-0.98,26.3
676,18/03/2024 13:30,0.29,2.94,5.9,-0.98,26.2
677,18/03/2024 14:00,0.29,2.94,5.9,-0.98,26.1
678,18/03/2024 14:30,0.3,2.95,5.9,-0.98,26.4
679,18/03/2024 15:00,0.3,2.96,5.9,-0.98,26.6
680,18/03/2024 15:30,0.3,2.96,5.9,-0.98,26.5
681,18/03/2024 16:00,0.3,2.98,6,-0.98,26.8
682,18/03/2024 16:30,0.3,3.04,6.1,-0.98,27.3
683,18/03/2024 17:00,0.31,3.06,6.1,-0.98,27.5
684,18/03/2024 17:30,0.33,3.33,6.7,-0.98,29.7
685,18/03/2024 18:00,0.32,3.17,6.3,-0.98,28.2
686,18/03/2024 18:30,0.32,3.16,6.3,-0.98,28
687,18/03/2024 19:00,0.32,3.19,6.4,-0.98,28.2
688,18/03/2024 19:30,0.32,3.18,6.4,-0.98,28.4
689,18/03/2024 20:00,0.32,3.17,6.3,-0.98,28.1
690,18/03/2024 20:30,0.32,3.17,6.3,-0.98,27.9
691,18/03/2024 21:00,0.32,3.17,6.3,-0.98,28.2
692,18/03/2024 21:30,0.32,3.17,6.3,-0.98,28
693,18/03/2024 22:00,0.32,3.17,6.3,-0.98,27.9
694,18/03/2024 22:30,0.31,3.15,6.3,-0.98,27.7
695,18/03/2024 23:00,0.3,3.01,6,-0.98,26.6
696,18/03/2024 23:30,0.3,3.01,6,-0.98,26.6
697,19/03/2024 00:00,0.3,3.01,6,-0.98,26.4
698,19/03/2024 00:30,0.3,3.04,6.1,-0.98,26.6
699,19/03/2024 01:00,0.32,3.17,6.3,-0.98,27.8
700,19/03/2024 01:30,0.32,3.16,6.3,-0.98,27.9
701,19/03/2024 02:00,0.31,3.15,6.3,-0.98,27.9
702,19/03/2024 02:30,0.31,3.14,6.3,-0.98,27.8
703,19/03/2024 03:00,0.31,3.14,6.3,-0.98,27.7
704,19/03/2024 03:30,0.31,3.14,6.3,-0.98,27.7
705,19/03/2024 04:00,0.31,3.15,6.3,-0.98,27.7
706,19/03/2024 04:30,0.31,3.14,6.3,-0.98,27.8
707,19/03/2024 05:00,0.31,3.15,6.3,-0.98,27.9
708,19/03/2024 05:30,0.31,3.15,6.3,-0.98,27.9
709,19/03/2024 06:00,0.31,3.12,6.2,-0.98,27.7
710,19/03/2024 06:30,0.3,2.99,6,-0.98,26.5
711,19/03/2024 07:00,0.3,2.98,6,-0.98,26.4
712,19/03/2024 07:30,0.3,2.99,6,-0.98,26.4
713,19/03/2024 08:00,0.3,2.99,6,-0.98,26.6
714,19/03/2024 08:30,0.3,2.98,6,-0.98,26.6
715,19/03/2024 09:00,0.3,2.99,6,-0.98,26.9
716,19/03/2024 09:30,0.3,2.98,6,-0.98,26.5
717,19/03/2024 10:00,0.3,3,6,-0.98,26.5
718,19/03/2024 10:30,0.3,2.99,6,-0.98,26.6
719,19/03/2024 11:00,0.3,2.99,6,-0.98,26.6
720,19/03/2024 11:30,0.3,3.03,6.1,-0.98,27
721,19/03/2024 12:00,0.3,3.04,6.1,-0.98,27.2
722,19/03/2024 12:30,0.3,3.03,6.1,-0.98,27.1
723,19/03/2024 13:00,0.3,3.01,6,-0.98,27
724,19/03/2024 13:30,0.3,3,6,-0.98,26.9
725,19/03/2024 14:00,0.3,3.01,6,-0.98,26.9
726,19/03/2024 14:30,0.3,3,6,-0.98,26.8
727,19/03/2024 15:00,0.3,2.99,6,-0.98,26.7
728,19/03/2024 15:30,0.3,3.01,6,-0.98,26.8
729,19/03/2024 16:00,0.3,3.01,6,-0.98,26.7
730,19/03/2024 16:30,0.3,3.02,6,-0.98,26.9
731,19/03/2024 17:00,0.3,3.01,6,-0.98,27
732,19/03/2024 17:30,0.3,3.01,6,-0.98,27
733,19/03/2024 18:00,0.3,3.01,6,-0.98,27
734,19/03/2024 18:30,0.3,3.01,6,-0.98,26.9
735,19/03/2024 19:00,0.3,3.02,6,-0.98,27
736,19/03/2024 19:30,0.3,3,6,-0.98,26.5
737,19/03/2024 20:00,0.3,3,6,-0.98,26.6
738,19/03/2024 20:30,0.3,2.99,6,-0.98,26.6
739,19/03/2024 21:00,0.3,2.99,6,-0.98,26.4
740,19/03/2024 21:30,0.3,2.98,6,-0.98,26.6
741,19/03/2024 22:00,0.3,2.99,6,-0.98,26.5
742,19/03/2024 22:30,0.3,2.98,6,-0.98,26.3
743,19/03/2024 23:00,0.3,2.99,6,-0.98,26.3
744,19/03/2024 23:30,0.3,2.99,6,-0.98,26.5
745,20/03/2024 00:00,0.3,2.99,6,-0.98,26.3
746,20/03/2024 00:30,0.3,2.99,6,-0.98,26.3
747,20/03/2024 01:00,0.3,2.99,6,-0.98,26.3
748,20/03/2024 01:30,0.3,2.99,6,-0.98,26.2
749,20/03/2024 02:00,0.3,2.99,6,-0.98,26.4
750,20/03/2024 02:30,0.3,3,6,-0.98,26.5
751,20/03/2024 03:00,0.3,2.98,6,-0.98,26.5
752,20/03/2024 03:30,0.3,2.99,6,-0.98,26.5
753,20/03/2024 04:00,0.3,2.99,6,-0.98,26.5
754,20/03/2024 04:30,0.3,2.99,6,-0.98,26.3
755,20/03/2024 05:00,0.3,2.99,6,-0.98,26.3
756,20/03/2024 05:30,0.3,2.98,6,-0.98,26.3
757,20/03/2024 06:00,0.3,2.98,6,-0.98,26.5
758,20/03/2024 06:30,0.3,2.98,6,-0.98,26.5
759,20/03/2024 07:00,0.3,2.98,6,-0.98,26.6
760,20/03/2024 07:30,0.3,2.98,6,-0.98,26.6
761,20/03/2024 08:00,0.3,2.99,6,-0.98,26.7
762,20/03/2024 08:30,0.3,2.99,6,-0.98,26.8
763,20/03/2024 09:00,0.3,2.99,6,-0.98,26.6
764,20/03/2024 09:30,0.3,2.99,6,-0.98,26.8
765,20/03/2024 10:00,0.3,3,6,-0.98,26.9
766,20/03/2024 10:30,0.3,2.99,6,-0.98,26.6
767,20/03/2024 11:00,0.3,2.99,6,-0.98,26.6
768,20/03/2024 11:30,0.3,2.99,6,-0.98,26.6
769,20/03/2024 12:00,0.3,3,6,-0.98,26.6
770,20/03/2024 12:30,0.3,2.99,6,-0.98,26.7
771,20/03/2024 13:00,0.3,2.99,6,-0.98,26.7
772,20/03/2024 13:30,0.3,2.99,6,-0.98,26.6
773,20/03/2024 14:00,0.3,3,6,-0.98,26.6
774,20/03/2024 14:30,0.3,3.01,6,-0.98,26.6
775,20/03/2024 15:00,0.31,3.13,6.3,-0.98,27.7
776,20/03/2024 15:30,0.31,3.14,6.3,-0.98,27.8
777,20/03/2024 16:00,0.32,3.15,6.3,-0.98,27.9
778,20/03/2024 16:30,0.32,3.17,6.3,-0.98,28.3
779,20/03/2024 17:00,0.31,3.15,6.3,-0.98,28.1
780,20/03/2024 17:30,0.31,3.15,6.3,-0.98,28.2
781,20/03/2024 18:00,0.31,3.15,6.3,-0.98,28.2
782,20/03/2024 18:30,0.31,3.14,6.3,-0.98,28.1
783,20/03/2024 19:00,0.32,3.16,6.3,-0.98,28.1
784,20/03/2024 19:30,0.31,3.14,6.3,-0.98,27.9
785,20/03/2024 20:00,0.31,3.15,6.3,-0.98,27.9
786,20/03/2024 20:30,0.31,3.13,6.3,-0.98,27.7
787,20/03/2024 21:00,0.31,3.13,6.3,-0.98,28
788,20/03/2024 21:30,0.31,3.13,6.3,-0.98,27.8
789,20/03/2024 22:00,0.31,3.13,6.3,-0.98,27.7
790,20/03/2024 22:30,0.31,3.13,6.3,-0.98,27.6
791,20/03/2024 23:00,0.31,3.12,6.2,-0.98,27.7
792,20/03/2024 23:30,0.31,3.08,6.2,-0.98,27.2
793,21/03/2024 00:00,0.3,3.02,6,-0.98,26.5
794,21/03/2024 00:30,0.3,3,6,-0.98,26.3
795,21/03/2024 01:00,0.3,2.97,5.9,-0.98,26.2
796,21/03/2024 01:30,0.3,2.99,6,-0.98,26.5
797,21/03/2024 02:00,0.3,2.98,6,-0.98,26.4
798,21/03/2024 02:30,0.3,2.98,6,-0.98,26.3
799,21/03/2024 03:00,0.3,2.97,5.9,-0.98,26.2
800,21/03/2024 03:30,0.3,2.98,6,-0.98,26.2
801,21/03/2024 04:00,0.3,2.98,6,-0.98,26.2
802,21/03/2024 04:30,0.3,2.98,6,-0.98,26.3
803,21/03/2024 05:00,0.3,2.98,6,-0.98,26.5
804,21/03/2024 05:30,0.3,2.98,6,-0.98,26.6
805,21/03/2024 06:00,0.3,2.98,6,-0.98,26.4
806,21/03/2024 06:30,0.3,2.98,6,-0.98,26.5
807,21/03/2024 07:00,0.29,2.9,5.8,-0.98,25.9
808,21/03/2024 07:30,0.28,2.8,5.6,-0.98,25
809,21/03/2024 08:00,0.28,2.77,5.5,-0.98,24.9
810,21/03/2024 08:30,0.28,2.77,5.5,-0.98,24.8
811,21/03/2024 09:00,0.28,2.77,5.5,-0.98,24.9
812,21/03/2024 09:30,0.28,2.77,5.5,-0.98,25
813,21/03/2024 10:00,0.28,2.77,5.5,-0.98,24.7
814,21/03/2024 10:30,0.28,2.77,5.5,-0.98,24.8
815,21/03/2024 11:00,0.28,2.76,5.5,-0.98,24.7
816,21/03/2024 11:30,0.28,2.77,5.5,-0.98,24.8
817,21/03/2024 12:00,0.28,2.77,5.5,-0.98,24.9
818,21/03/2024 12:30,0.28,2.78,5.6,-0.98,25
819,21/03/2024 13:00,0.28,2.78,5.6,-0.98,24.9
820,21/03/2024 13:30,0.27,2.75,5.5,-0.98,24.6
821,21/03/2024 14:00,0.26,2.64,5.3,-0.97,23.6
822,21/03/2024 14:30,0.27,2.67,5.3,-0.97,24
823,21/03/2024 15:00,0.3,3.05,6.1,-0.98,27.1
824,21/03/2024 15:30,0.3,3,6,-0.98,26.7
825,21/03/2024 16:00,0.3,3.01,6,-0.98,26.7
826,21/03/2024 16:30,0.3,2.99,6,-0.98,26.5
827,21/03/2024 17:00,0.3,2.99,6,-0.98,26.7
828,21/03/2024 17:30,0.3,2.99,6,-0.98,26.8
829,21/03/2024 18:00,0.3,3,6,-0.98,26.8
830,21/03/2024 18:30,0.3,3,6,-0.98,26.7
831,21/03/2024 19:00,0.28,2.84,5.7,-0.98,25.3
832,21/03/2024 19:30,0.26,2.56,5.1,-0.97,22.9
